Date,Open,High,Low,Close,Change (Pips),Change (%)
Jun 09 2017 12:00,0.87721,0.87805,0.87612,0.87779,5.8,0.07%
Jun 09 2017 11:00,0.87649,0.87756,0.87479,0.87717,6.8,0.08%
Jun 09 2017 10:00,0.87726,0.87785,0.8754,0.87651,-7.5,-0.09%
Jun 09 2017 09:00,0.87868,0.88015,0.87724,0.87725,-14.3,-0.16%
Jun 09 2017 08:00,0.88059,0.88187,0.87672,0.87866,-19.3,-0.22%
Jun 09 2017 07:00,0.88349,0.88355,0.87933,0.88059,-29,-0.33%
Jun 09 2017 06:00,0.88212,0.88594,0.88,0.88349,13.7,0.16%
Jun 09 2017 05:00,0.87786,0.88306,0.87774,0.88212,42.6,0.48%
Jun 09 2017 04:00,0.87841,0.87871,0.87702,0.87788,-5.3,-0.06%
Jun 09 2017 03:00,0.87819,0.87944,0.876,0.87839,2,0.02%
Jun 09 2017 02:00,0.87553,0.87926,0.87547,0.87822,26.9,0.31%
Jun 09 2017 01:00,0.87794,0.87838,0.87445,0.87553,-24.1,-0.28%
Jun 09 2017 00:00,0.87924,0.88079,0.87692,0.87789,-13.5,-0.15%
Jun 08 2017 23:00,0.87507,0.87945,0.87499,0.87928,42.1,0.48%
Jun 08 2017 22:00,0.8792,0.88045,0.87345,0.87506,-41.4,-0.47%
Jun 08 2017 21:00,0.8655,0.88246,0.86283,0.87919,136.9,1.56%
Jun 08 2017 20:00,0.86631,0.86658,0.86516,0.8657,-6.1,-0.07%
Jun 08 2017 19:00,0.86699,0.86722,0.86602,0.86626,-7.3,-0.08%
Jun 08 2017 18:00,0.86704,0.86768,0.86658,0.867,-0.4,0.00%
Jun 08 2017 17:00,0.86653,0.86713,0.86615,0.86704,5.1,0.06%
Jun 08 2017 16:00,0.867,0.8677,0.86625,0.86655,-4.5,-0.05%
Jun 08 2017 15:00,0.86671,0.86723,0.86624,0.86696,2.5,0.03%
Jun 08 2017 14:00,0.86841,0.86861,0.86625,0.86672,-16.9,-0.19%
Jun 08 2017 13:00,0.86868,0.86945,0.86776,0.86844,-2.4,-0.03%
Jun 08 2017 12:00,0.86704,0.86918,0.86647,0.86867,16.3,0.19%
Jun 08 2017 11:00,0.86807,0.86992,0.8668,0.86706,-10.1,-0.12%
Jun 08 2017 10:00,0.86781,0.86853,0.86772,0.86802,2.1,0.02%
Jun 08 2017 09:00,0.86785,0.86852,0.86704,0.86782,-0.3,0.00%
Jun 08 2017 08:00,0.86802,0.86816,0.86732,0.86785,-1.7,-0.02%
Jun 08 2017 07:00,0.86727,0.86854,0.867,0.86806,7.9,0.09%
Jun 08 2017 06:00,0.86914,0.86925,0.86722,0.86727,-18.7,-0.22%
